Block_ID,total_students,sch_BESSIE_RHODES,sch_CHUTE,sch_DAWES,sch_DEWEY,sch_HAVEN,sch_KINGLAB,sch_KINGSLEY,sch_LINCOLN,sch_LINCOLNWOOD,sch_NICHOLS,sch_OAKTON,sch_ORRINGTON,sch_WALKER,sch_WASHINGTON,sch_WILLARD,g_K_2,g_3_5,g_6_8,twi_ENG,twi_OTHER,twi_SPAN,race_BLACK,race_HISPANIC,race_MULTI,race_OTHER,race_WHITE,frl
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,34,0,0,0,0,15,0,0,0,19,0,0,0,0,0,0,7,12,15,0,0,0,0,0,1,2,31,0
405,27,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,8,10,9,0,0,0,0,0,11,1,15,0
406,14,0,0,0,0,3,0,0,0,9,0,0,2,0,0,0,6,5,3,0,0,0,0,3,0,1,10,0
407,20,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,4,0,16,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,23,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,7,10,6,0,0,0,0,1,2,0,20,0
410,5,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,4,0
411,12,0,2,0,0,3,3,0,0,4,0,0,0,0,0,0,2,4,7,0,0,0,1,1,2,3,5,0
412,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
413,10,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,1,0,9,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,16,0,0,0,0,7,0,7,0,0,0,0,0,0,0,2,4,5,7,0,0,2,0,5,9,0,2,4
417,24,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,0,1,2,21,0
418,16,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,1,0,14,0
419,31,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,5,11,15,0,0,0,0,0,8,0,23,0
420,12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,12,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
430,79,8,2,1,3,19,7,22,0,4,1,2,10,0,0,0,23,32,24,0,0,3,60,9,5,0,5,68
431,67,4,2,0,0,18,5,18,1,1,1,4,7,2,0,4,20,25,22,0,8,6,39,15,3,4,6,65
432,47,0,2,0,9,11,0,1,0,2,6,0,16,0,0,0,11,17,19,0,3,9,24,14,4,0,5,39
433,56,1,0,0,22,9,8,0,0,0,3,0,0,0,0,13,26,15,15,9,0,0,5,12,4,6,29,6
434,21,1,0,0,11,1,0,0,0,0,4,0,0,0,0,4,7,8,6,0,0,0,4,2,0,0,15,1
435,59,0,0,0,2,17,5,1,0,0,0,0,20,0,0,14,14,24,21,0,0,0,23,7,6,1,22,23
436,24,0,0,0,3,8,0,4,0,0,2,6,0,0,0,1,8,6,10,3,0,8,8,16,0,0,0,22
437,24,0,0,1,0,6,2,0,0,0,0,0,15,0,0,0,7,10,7,0,2,2,13,2,2,6,1,16
438,25,5,0,0,0,10,0,3,0,0,0,0,7,0,0,0,5,8,12,0,0,0,5,12,0,0,8,17
439,12,0,0,0,1,4,0,0,0,0,1,0,6,0,0,0,2,5,5,0,0,0,0,0,6,0,6,0
440,62,0,1,0,4,19,4,14,0,2,3,1,6,0,2,6,11,26,25,2,4,10,28,15,7,4,8,50
441,40,0,2,0,0,12,0,19,0,1,0,0,0,2,0,4,8,18,14,0,6,2,16,10,6,4,4,33
442,8,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,2,0,0,0,0,1,2,2,1,2,4
443,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
444,10,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0,4,2,4,0,1,0,4,2,2,0,2,6
445,13,0,1,0,0,0,2,0,0,0,0,0,0,10,0,0,6,6,1,0,0,0,6,3,0,4,0,3
446,22,0,6,0,0,0,1,0,0,0,0,0,0,15,0,0,7,9,6,0,2,0,0,2,2,7,11,9
447,18,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,6,9,3,0,4,0,0,3,0,4,11,4
448,8,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,4,3,2,0,0,0,2,1,1,0,5,0
449,14,1,2,0,0,0,4,0,0,0,0,0,0,7,0,0,6,3,5,0,0,0,0,5,1,1,7,2
450,8,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,4,3,2,0,0,0,2,1,1,0,5,0
451,12,2,5,0,0,0,2,0,0,0,0,0,0,0,3,0,2,3,7,2,0,1,3,6,1,0,2,6
452,48,0,1,5,0,1,12,0,3,0,10,0,0,0,16,0,19,11,18,1,2,10,23,21,2,1,1,36
453,37,3,2,1,0,0,0,0,0,0,10,3,0,0,18,0,16,8,13,5,0,2,19,2,2,0,14,19
454,22,0,0,0,0,0,1,0,2,0,7,0,0,0,12,0,6,8,8,2,0,0,2,2,0,0,18,7
455,42,0,1,0,0,0,4,0,2,0,9,1,0,0,25,0,20,12,10,2,4,6,15,9,8,0,10,21
456,19,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,6,7,6,0,0,0,6,0,2,0,11,6
457,36,0,1,0,0,0,2,0,2,0,11,0,0,0,20,0,10,13,13,1,0,0,6,0,4,2,24,9
458,38,2,0,0,0,2,2,0,0,0,9,0,2,0,21,0,16,9,13,4,3,1,6,1,2,6,23,12
459,40,6,0,0,0,2,6,0,0,0,5,2,4,0,15,0,13,15,12,3,4,2,7,4,6,2,21,2
460,6,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,4,0
461,14,2,0,0,0,0,3,0,3,0,4,0,0,0,2,0,3,5,7,0,0,1,1,2,0,0,12,1
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,42,2,10,0,5,1,10,0,1,2,1,2,0,6,2,0,10,11,21,0,0,13,16,17,4,5,0,26
485,11,0,0,0,0,0,7,0,0,0,0,2,0,0,2,0,4,4,3,0,0,4,0,11,0,0,0,9
486,19,1,4,0,0,0,9,0,0,0,0,1,0,4,0,0,6,6,6,0,1,3,6,8,4,0,0,14
487,27,0,0,0,1,4,15,0,0,5,0,0,0,0,0,2,9,7,11,0,0,2,6,17,2,2,0,23
488,11,1,0,0,0,2,4,0,0,1,1,0,0,0,2,0,4,4,3,1,0,1,6,2,0,0,3,8
489,30,1,4,0,2,4,4,0,1,6,2,0,0,2,4,0,8,8,12,2,4,3,12,11,1,0,4,21
490,32,0,0,0,0,8,14,0,0,7,0,0,0,0,3,0,7,7,18,1,0,0,24,1,4,0,3,24
491,18,2,0,0,0,2,7,0,0,2,2,1,0,0,2,0,9,4,5,0,0,6,8,10,0,0,0,14
492,61,0,13,35,0,0,6,0,2,0,0,3,0,0,2,0,19,26,16,8,5,12,16,18,4,6,17,34
493,23,1,8,13,0,0,0,0,0,0,1,0,0,0,0,0,11,3,9,0,2,0,15,3,0,2,3,13
494,28,0,4,10,3,0,11,0,0,0,0,0,0,0,0,0,7,13,8,0,2,9,12,11,0,2,3,23
495,23,4,7,4,0,4,2,1,0,0,0,0,0,0,1,0,4,8,11,0,3,4,17,6,0,0,0,17
496,25,0,11,11,0,0,0,0,0,0,0,0,0,3,0,0,6,8,11,0,4,7,6,13,0,2,4,21
497,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,8,0
498,22,0,0,0,0,7,0,14,0,0,0,0,1,0,0,0,10,5,7,0,1,0,0,2,4,4,12,4
499,16,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,2,0,14,0
500,13,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,1,2,10,0
501,27,0,0,0,0,7,4,13,0,0,0,0,0,0,0,3,9,11,7,0,0,4,0,6,0,0,21,2
502,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,8,0
503,16,0,0,0,0,13,1,0,0,0,0,0,0,0,2,0,0,2,14,2,0,0,0,0,2,0,14,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,26,0,0,0,0,10,5,11,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,4,0,0,22,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,28,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,13,9,6,0,0,0,0,0,6,7,15,0
508,27,0,0,0,0,5,0,17,0,1,0,0,4,0,0,0,14,8,5,0,0,0,0,4,2,0,21,0
509,6,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,2,4,0
510,11,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,2,5,4,0,0,0,2,0,2,0,7,1
511,11,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,2,5,4,0,0,0,2,0,2,0,7,1
512,29,1,16,9,0,1,2,0,0,0,0,0,0,0,0,0,3,8,18,2,2,0,8,0,8,2,11,5
513,12,1,3,2,0,0,2,0,0,0,1,3,0,0,0,0,3,2,7,0,0,0,2,2,2,2,5,4
514,6,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,4,0
515,16,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,3,4,9,0,0,0,2,0,4,0,10,0
516,17,0,4,8,0,0,0,0,0,0,0,1,0,0,4,0,7,6,4,0,2,4,8,4,1,2,2,10
517,23,0,8,6,7,0,0,0,0,0,0,0,0,0,2,0,2,13,8,2,0,15,1,15,0,0,7,16
518,10,0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,1,5,5,2,0,0,1,1,1,0,8,1
519,31,0,9,17,1,0,3,0,0,0,1,0,0,0,0,0,11,10,10,1,1,10,8,19,0,0,4,20
520,17,0,11,5,0,0,1,0,0,0,0,0,0,0,0,0,2,4,11,2,0,2,5,0,2,0,10,1
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,0
529,35,0,0,0,0,8,4,23,0,0,0,0,0,0,0,0,11,12,12,0,0,0,2,3,4,0,26,2
530,27,0,0,0,0,4,4,19,0,0,0,0,0,0,0,0,11,12,4,0,0,0,0,4,4,1,18,2
531,30,0,0,0,2,6,0,19,0,0,2,0,0,0,1,0,9,13,8,1,0,0,1,1,0,0,28,1
532,15,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,13,0
533,9,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,2,3,0,0,0,2,1,0,1,4,3
534,21,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,2,4,11,2,0,4,1
535,25,0,0,0,19,0,0,0,0,0,6,0,0,0,0,0,8,11,6,0,0,4,6,6,4,0,9,10
536,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2,3,5,0,0,0,0,3,0,0,7,0
537,10,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,0,0,0,0,2,0,8,0
538,25,0,0,0,10,0,0,0,0,0,12,0,0,0,3,0,5,8,12,1,0,0,0,0,6,0,19,0
539,13,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,3,4,6,2,0,0,0,0,6,0,7,0
540,19,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,3,6,10,3,0,0,0,0,0,0,19,0
541,7,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,8,0
542,7,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,8,0
543,24,0,0,0,17,0,0,0,0,0,6,1,0,0,0,0,10,8,6,4,0,0,0,0,2,0,22,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,1,0,2,0,2,1,0
546,12,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,6,3,3,0,0,0,0,0,4,0,8,0
547,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
548,31,0,0,0,0,10,0,0,0,0,0,0,18,0,2,1,17,4,10,3,0,0,0,0,0,0,31,0
549,46,0,1,1,6,6,3,0,0,0,6,0,23,0,0,0,20,13,13,0,5,0,5,7,9,5,20,9
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,41,0,0,0,0,12,0,0,0,0,0,0,28,0,0,1,15,14,12,1,0,0,0,1,4,8,28,1
552,11,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,4,4,4,0,0,0,1,1,1,0,8,4
553,21,3,0,0,0,2,1,0,0,0,2,0,13,0,0,0,10,7,4,1,6,0,8,8,0,0,5,5
554,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
555,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,2,0,2,0,0,2,1,2
556,11,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,4,4,4,0,0,0,1,1,1,0,8,4
557,15,0,0,0,3,3,1,0,0,0,0,3,5,0,0,0,8,4,3,5,2,0,2,4,2,0,7,8
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,34,0,0,0,0,10,2,0,0,0,0,0,22,0,0,0,10,14,10,0,8,0,6,4,0,3,21,6
560,18,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,9,5,4,0,3,0,0,2,4,3,9,0
561,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
562,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
563,55,2,12,2,5,0,5,0,0,0,3,21,0,0,5,0,19,19,17,0,4,11,39,12,2,0,2,49
564,73,4,19,2,0,0,6,0,6,4,2,13,0,12,4,1,27,24,22,0,19,7,45,19,2,5,2,53
565,95,2,24,14,4,0,6,0,0,0,2,35,1,7,0,0,29,36,30,0,15,13,56,20,1,15,3,76
566,46,0,8,0,2,4,0,2,2,0,1,15,5,0,7,0,11,22,13,0,1,10,23,13,3,1,6,23
567,226,16,34,5,13,1,16,0,40,0,30,45,0,10,14,2,80,75,71,2,24,64,106,82,8,11,19,183
568,34,0,0,0,0,0,0,0,26,0,8,0,0,0,0,0,9,17,8,0,3,0,2,4,2,7,19,3
569,61,0,2,4,2,1,5,0,32,0,12,0,0,1,2,0,28,18,15,1,3,8,11,18,2,3,27,32
570,24,0,2,0,0,0,0,0,11,0,11,0,0,0,0,0,6,5,13,0,0,0,0,6,6,0,12,0
571,32,0,6,0,0,0,0,0,14,0,6,0,0,0,6,0,5,15,12,0,4,13,0,13,6,4,9,18
572,53,0,0,2,0,0,6,0,20,0,23,0,0,0,2,0,14,15,24,0,5,2,6,7,7,0,33,14
573,47,1,1,0,4,0,6,0,21,0,10,0,0,2,2,0,14,18,16,4,7,2,12,8,8,1,19,23
574,31,0,0,0,2,0,0,0,14,0,15,0,0,0,0,0,5,11,15,2,0,2,0,0,5,2,24,0
575,10,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,3,5,2,0,0,0,0,2,4,0,4,0
576,47,1,1,0,4,0,6,0,21,0,10,0,0,2,2,0,14,18,16,4,7,2,12,8,8,1,19,23
577,107,12,0,0,0,0,12,0,61,0,22,0,0,0,0,0,39,34,34,0,2,0,0,8,14,5,80,8
578,44,0,0,0,1,0,0,0,15,0,26,0,0,0,2,0,1,17,26,2,0,1,0,1,7,2,34,1
579,34,0,0,0,0,0,2,0,21,0,11,0,0,0,0,0,11,12,11,0,0,2,6,4,2,2,20,11
580,26,0,0,0,0,0,2,0,0,0,4,0,2,0,18,0,8,12,6,11,0,0,0,8,6,0,12,0
581,32,2,0,0,19,0,1,0,1,0,9,0,0,0,0,0,10,13,9,0,1,0,2,11,0,3,16,15
582,11,0,0,0,4,0,4,0,2,0,1,0,0,0,0,0,8,1,2,2,0,0,0,0,3,1,7,0
583,18,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,5,4,9,2,0,3,4,6,4,2,2,6
584,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,2,2,2,0,0,2
585,5,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,2,1,0,2,1,0,2,0,0,2,2
586,29,0,0,0,5,0,2,0,0,0,9,0,0,0,13,0,9,11,9,1,0,1,1,5,0,0,23,0
587,8,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,6,1,0,0,0,2,0,0,6,0
588,6,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,1,1,0,1,3,0
589,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,8,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,6,1,0,0,0,2,0,0,6,0
592,11,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,4,2,5,0,0,2,0,2,3,2,4,2
593,28,0,0,0,18,0,8,0,0,0,2,0,0,0,0,0,10,8,10,3,0,0,12,0,1,0,15,13
594,16,0,0,0,2,0,3,0,0,0,6,0,0,0,5,0,6,4,6,2,0,0,0,0,7,2,6,1
595,12,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,3,5,4,0,0,0,2,2,4,0,4,6
596,101,4,7,3,0,0,19,0,33,0,22,7,0,4,2,0,30,38,33,2,17,0,72,0,4,10,15,72
597,56,5,3,0,0,0,6,0,21,0,12,7,0,0,2,0,17,23,16,0,2,15,18,28,2,1,7,48
598,47,1,9,1,0,0,15,0,0,0,5,15,1,0,0,0,12,18,17,3,0,0,28,4,5,0,10,28
599,43,2,8,2,0,0,1,0,2,0,2,23,0,0,3,0,14,16,13,4,2,4,27,6,2,0,8,33
600,64,4,18,6,0,0,4,0,5,0,4,18,3,0,0,2,14,26,24,0,5,19,22,32,0,2,8,56
601,50,5,3,0,0,0,10,0,13,0,4,6,0,3,6,0,15,22,13,2,8,12,16,16,2,1,15,40
602,24,0,2,0,1,0,2,0,10,0,5,2,0,1,1,0,10,7,7,0,1,0,9,2,1,0,12,11
603,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,13,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,3,6,4,0,0,4,6,0,4,0,3,6
611,24,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,16,5,3,0,6,0,0,0,0,2,22,3
612,12,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,2,2,4,0,3,3,3
613,20,0,0,0,7,0,2,0,3,0,6,0,2,0,0,0,3,11,6,4,7,0,2,4,0,9,5,11
614,15,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,7,5,3,0,0,0,0,0,4,0,11,0
615,34,4,7,0,1,0,0,0,0,0,1,21,0,0,0,0,16,10,8,5,0,8,10,10,4,0,10,10
616,26,2,10,2,0,0,0,0,0,0,0,11,0,1,0,0,8,8,10,3,2,0,8,0,7,0,11,12
617,38,2,6,2,0,0,6,0,0,0,1,17,3,0,1,0,8,20,10,8,0,2,13,2,10,0,13,10
618,40,4,8,4,0,0,2,0,2,0,1,19,0,0,0,0,14,13,13,0,2,4,23,6,0,4,7,32
619,9,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,4,0,0,1,2,2,1,0,3,2
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
622,43,4,3,0,0,0,5,0,9,0,15,7,0,0,0,0,13,12,18,0,3,6,13,6,4,1,19,20
623,19,3,6,0,0,0,0,0,4,0,0,6,0,0,0,0,6,7,6,2,6,0,3,0,2,4,10,11
624,9,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,4,0,0,1,2,2,1,0,3,2
625,35,2,12,2,0,0,1,0,0,0,0,16,1,0,1,0,12,12,12,1,2,15,10,12,3,0,10,26
626,54,2,7,2,1,0,3,0,3,0,2,20,2,10,2,0,15,27,12,0,13,4,36,11,2,0,5,43
627,66,4,12,9,0,1,1,0,2,0,3,28,0,0,6,0,29,20,17,5,9,8,29,16,2,2,17,57
628,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
629,7,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,2,2,0,0,0,1,0,0,0,6,1
630,20,2,4,0,1,1,3,0,0,0,3,6,0,0,0,0,8,4,10,1,3,0,2,2,1,2,14,0
631,22,0,9,0,0,0,6,0,0,0,0,2,2,0,3,0,6,5,11,0,0,1,6,4,5,0,7,13
632,11,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,2,4,6,0,0,1,1,1,1,1,7,0
633,16,0,6,0,0,0,0,0,1,0,1,7,0,0,1,0,6,3,7,0,0,0,0,0,0,0,16,0
634,11,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,2,4,6,0,0,1,1,1,1,1,7,0
635,26,0,10,0,0,0,2,0,0,0,0,10,0,0,4,0,9,7,10,6,0,0,10,4,1,0,11,8
636,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
637,11,0,0,0,0,0,0,0,0,0,1,4,0,4,2,0,6,4,1,4,3,2,0,2,1,4,4,0
638,10,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,6,2,2,0,0,0,1,0,0,2,8,1
639,10,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,6,2,2,0,0,0,1,0,0,2,8,1
